cluster_name,classification_label,num_distinct_enzyme_classes,num_distinct_enzyme_subfamilies,total_ec_numbers,enzyme_classes,enzyme_subfamilies,all_ec_numbers,e2p2_file
MGC_CANDIDATE_1543,1,1,1,3,1,1.3,1.3.1.42;1.3.1.42;1.3.1.42,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1543/MGC_CANDIDATE_1543.MaxWeightAbsoluteThreshold.default.pf
BGC0001323,1,3,5,11,1;2;4,1.1;1.14;2.3;2.5;4.2,4.2.3.51;4.2.3.142;1.14.14.151;1.1.3.20;2.5.1.28;2.5.1.87;2.5.1.28;2.5.1.87;4.2.3.51;2.3.1.84;2.5.1.142,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/BGC0001323/BGC0001323.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_1452,1,1,1,4,2,2.3,2.3.1.99;2.3.1.99;2.3.1.133;2.3.1.99,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1452/MGC_CANDIDATE_1452.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_1467,1,1,1,3,1,1.1,1.1.1.21;1.1.1.21;1.1.1.21,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1467/MGC_CANDIDATE_1467.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_1575,1,1,1,5,2,2.3,2.3.1.133;2.3.1.133;2.3.1.20;2.3.1.133;2.3.1.99,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1575/MGC_CANDIDATE_1575.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_1576,1,1,1,9,1,1.1,1.1.1.237;1.1.1.79;1.1.1.81;1.1.1.237;1.1.1.79;1.1.1.81;1.1.1.237;1.1.1.79;1.1.1.81,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1576/MGC_CANDIDATE_1576.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_1493,1,1,1,3,1,1.13,1.13.11.29;1.13.11.29;1.13.11.29,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1493/MGC_CANDIDATE_1493.MaxWeightAbsoluteThreshold.default.pf
BGC0002393,1,2,3,18,1;4,1.1;1.14;4.2,1.14.14.151;1.1.1.1;1.1.1.331;4.2.3.8;1.14.14.151;1.14.14.1;1.14.14.151;4.2.3.15;4.2.3.8;4.2.3.8;1.14.14.151;4.2.3.8;1.1.1.1;1.1.1.331;1.14.14.103;4.2.3.25;4.2.3.49;1.14.14.102,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/BGC0002393/BGC0002393.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_1549,1,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1549/MGC_CANDIDATE_1549.MaxWeightAbsoluteThreshold.default.pf
BGC0002402,1,3,3,3,1;2;5,1.14;2.7;5.4,5.4.99.39;2.7.11.1;1.14.14.126,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/BGC0002402/BGC0002402.MaxWeightAbsoluteThreshold.default.pf
BGC0001799,1,2,3,7,1;4,1.14;1.5;4.2,1.14.19.54;1.5.1.27;1.14.19.54;1.5.1.27;1.14.19.67;1.14.19.67;4.2.99.24,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/BGC0001799/BGC0001799.MaxWeightAbsoluteThreshold.default.pf
BGC0000670,1,1,1,2,5,5.4,5.4.99.31;5.4.99.31,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/BGC0000670/BGC0000670.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_1509,1,1,1,3,2,2.3,2.3.1.199;2.3.1.199;2.3.1.199,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1509/MGC_CANDIDATE_1509.MaxWeightAbsoluteThreshold.default.pf
BGC0001321,1,3,4,19,1;2;4,1.1;1.14;2.5;4.2,2.5.1.87;2.5.1.92;4.2.3.50;4.2.3.53;4.2.3.54;4.2.3.81;4.2.3.50;4.2.3.53;4.2.3.54;4.2.3.81;4.2.3.142;1.14.14.151;1.1.3.20;4.2.3.51;2.5.1.28;2.5.1.87;4.2.3.51;2.5.1.92;4.2.3.51,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/BGC0001321/BGC0001321.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_1507,1,1,1,3,1,1.14,1.14.14.37;1.14.14.36;1.14.14.36,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1507/MGC_CANDIDATE_1507.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_1538,1,1,1,3,3,3.1,3.1.1.11;3.1.1.11;3.1.1.11,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1538/MGC_CANDIDATE_1538.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_1498,1,1,2,5,3,3.1;3.2,3.1.1.11;3.2.1.15;3.2.1.67;3.1.1.11;3.1.1.11,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1498/MGC_CANDIDATE_1498.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_1585,1,1,1,13,1,1.1,1.1.1.2;1.1.1.21;1.1.1.21;1.1.1.54;1.1.1.2;1.1.1.21;1.1.1.54;1.1.1.210;1.1.1.431;1.1.1.21;1.1.1.2;1.1.1.21;1.1.1.210,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1585/MGC_CANDIDATE_1585.MaxWeightAbsoluteThreshold.default.pf
BGC0000798,1,2,2,3,1;2,1.14;2.4,1.14.14.37;1.14.14.36;2.4.1.85,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/BGC0000798/BGC0000798.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_1500,1,1,1,3,3,3.1,3.1.4.11;3.1.4.11;3.1.4.11,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1500/MGC_CANDIDATE_1500.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_1533,1,1,1,3,2,2.1,2.1.1.104;2.1.1.104;2.1.1.104,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1533/MGC_CANDIDATE_1533.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_230,0,2,2,2,2;3,2.7;3.2,3.2.1.15;2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_230/RANDOM_MGC_230.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_214,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_214/RANDOM_MGC_214.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_221,0,1,1,1,3,3.1,3.1.3.3,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_221/RANDOM_MGC_221.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_215,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_215/RANDOM_MGC_215.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_216,0,1,1,1,2,2.7,2.7.7.15,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_216/RANDOM_MGC_216.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_225,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_225/RANDOM_MGC_225.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_217,0,1,1,1,2,2.4,2.4.2.41,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_217/RANDOM_MGC_217.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_235,0,1,1,1,3,3.5,3.5.1.127,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_235/RANDOM_MGC_235.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_213,0,1,1,1,1,1.14,1.14.19.20,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_213/RANDOM_MGC_213.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_240,0,1,1,2,3,3.4,3.4.23.12;3.4.24.56,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_240/RANDOM_MGC_240.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_226,0,1,2,3,2,2.5;2.7,2.5.1.15;2.7.6.3;2.7.1.40,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_226/RANDOM_MGC_226.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_242,0,1,1,1,2,2.3,2.3.2.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_242/RANDOM_MGC_242.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_223,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_223/RANDOM_MGC_223.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_244,0,2,2,2,1;3,1.11;3.1,3.1.4.11;1.11.1.7,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_244/RANDOM_MGC_244.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_231,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_231/RANDOM_MGC_231.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_227,0,1,1,2,1,1.2,1.2.3.1;1.2.3.14,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_227/RANDOM_MGC_227.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_241,0,2,3,4,2;3,2.3;2.7;3.1,3.1.3.16;2.3.2.27;2.7.11.1;2.7.11.34,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_241/RANDOM_MGC_241.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_233,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_233/RANDOM_MGC_233.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_239,0,2,2,2,2;3,2.1;3.1,2.1.1.107;3.1.1.45,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_239/RANDOM_MGC_239.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_243,0,1,1,1,2,2.7,2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_243/RANDOM_MGC_243.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_222,0,1,1,1,3,3.4,3.4.22.34,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_222/RANDOM_MGC_222.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_219,0,2,2,2,2;3,2.1;3.2,2.1.1.88;3.2.1.58,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_219/RANDOM_MGC_219.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_256,0,1,1,1,3,3.1,3.1.1.11,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_256/RANDOM_MGC_256.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_234,0,2,2,2,2;7,2.3;7.6,2.3.2.27;7.6.2.2,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_234/RANDOM_MGC_234.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_220,0,1,1,1,3,3.6,3.6.5.2,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_220/RANDOM_MGC_220.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_218,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_218/RANDOM_MGC_218.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_224,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_224/RANDOM_MGC_224.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_228,0,1,1,1,3,3.1,3.1.1.11,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_228/RANDOM_MGC_228.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_238,0,1,1,1,3,3.1,3.1.2.4,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_238/RANDOM_MGC_238.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_246,0,1,1,1,3,3.1,3.1.2.22,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_246/RANDOM_MGC_246.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_247,0,1,1,1,3,3.2,3.2.1.58,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_247/RANDOM_MGC_247.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_232,0,2,2,2,2;3,2.7;3.2,3.2.1.15;2.7.7.49,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_232/RANDOM_MGC_232.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_236,0,1,1,1,5,5.6,5.6.2.2,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_236/RANDOM_MGC_236.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_245,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_245/RANDOM_MGC_245.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_249,0,1,1,1,2,2.4,2.4.1.34,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_249/RANDOM_MGC_249.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_237,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_237/RANDOM_MGC_237.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_229,0,3,3,3,1;3;5,1.14;3.6;5.2,3.6.1.8;5.2.1.8;1.14.14.130,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_229/RANDOM_MGC_229.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_252,0,2,2,2,1;3,1.6;3.1,1.6.2.2;3.1.3.16,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_252/RANDOM_MGC_252.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_253,0,1,1,1,2,2.7,2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_253/RANDOM_MGC_253.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_251,0,1,1,1,2,2.3,2.3.2.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_251/RANDOM_MGC_251.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_248,0,2,2,2,1;3,1.11;3.2,1.11.1.7;3.2.1.68,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_248/RANDOM_MGC_248.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_258,0,2,3,3,2;3,2.3;2.7;3.4,3.4.21.83;2.7.7.7;2.3.2.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_258/RANDOM_MGC_258.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_259,0,1,1,1,3,3.6,3.6.1.5,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_259/RANDOM_MGC_259.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_254,0,1,2,3,3,3.1;3.6,3.6.4.6;3.1.3.16;3.1.3.48,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_254/RANDOM_MGC_254.MaxWeightAbsoluteThreshold.default.pf
